Code,Description,Level,Parent_Code
339995,Burial Casket Manufacturing,U.S. Industry,33999
339999,All Other Miscellaneous Manufacturing,U.S. Industry,33999
34,Unknown Sector,Sector,
35,Unknown Sector,Sector,
36,Unknown Sector,Sector,
37,Unknown Sector,Sector,
38,Unknown Sector,Sector,
39,Unknown Sector,Sector,
40,Unknown Sector,Sector,
41,Unknown Sector,Sector,
42,Wholesale Trade,Sector,
423,"Merchant Wholesalers, Durable Goods",Subsector,42
4231,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,Industry Group,423
42311,Automobile and Other Motor Vehicle Merchant Wholesalers,Industry,4231
423110,Automobile and Other Motor Vehicle Merchant Wholesalers,U.S. Industry,42311
42312,Motor Vehicle Supplies and New Parts Merchant Wholesalers,Industry,4231
423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,U.S. Industry,42312
42313,Tire and Tube Merchant Wholesalers,Industry,4231
423130,Tire and Tube Merchant Wholesalers,U.S. Industry,42313
42314,Motor Vehicle Parts (Used) Merchant Wholesalers,Industry,4231
423140,Motor Vehicle Parts (Used) Merchant Wholesalers,U.S. Industry,42314
4232,Furniture and Home Furnishing Merchant Wholesalers,Industry Group,423
42321,Furniture Merchant Wholesalers,Industry,4232
423210,Furniture Merchant Wholesalers,U.S. Industry,42321
42322,Home Furnishing Merchant Wholesalers,Industry,4232
423220,Home Furnishing Merchant Wholesalers,U.S. Industry,42322
4233,Lumber and Other Construction Materials Merchant Wholesalers,Industry Group,423
42331,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",Industry,4233
423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",U.S. Industry,42331
42332,"Brick, Stone, and Related Construction Material Merchant Wholesalers",Industry,4233
423320,"Brick, Stone, and Related Construction Material Merchant Wholesalers",U.S. Industry,42332
42333,"Roofing, Siding, and Insulation Material Merchant Wholesalers",Industry,4233
423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers",U.S. Industry,42333
42339,Other Construction Material Merchant Wholesalers,Industry,4233
423390,Other Construction Material Merchant Wholesalers,U.S. Industry,42339
4234,Professional and Commercial Equipment and Supplies Merchant Wholesalers,Industry Group,423
42341,Photographic Equipment and Supplies Merchant Wholesalers,Industry,4234
423410,Photographic Equipment and Supplies Merchant Wholesalers,U.S. Industry,42341
42342,Office Equipment Merchant Wholesalers,Industry,4234
423420,Office Equipment Merchant Wholesalers,U.S. Industry,42342
42343,Computer and Computer Peripheral Equipment and Software Merchant,Industry,4234
423430,Computer and Computer Peripheral Equipment and Software Merchant,U.S. Industry,42343
42344,Other Commercial Equipment Merchant Wholesalers,Industry,4234
423440,Other Commercial Equipment Merchant Wholesalers,U.S. Industry,42344
42345,"Medical, Dental, and Hospital Equipment and Supplies Merchant",Industry,4234
423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant",U.S. Industry,42345
42346,Ophthalmic Goods Merchant Wholesalers,Industry,4234
423460,Ophthalmic Goods Merchant Wholesalers,U.S. Industry,42346
42349,Other Professional Equipment and Supplies Merchant Wholesalers,Industry,4234
423490,Other Professional Equipment and Supplies Merchant Wholesalers,U.S. Industry,42349
4235,Metal and Mineral (except Petroleum) Merchant Wholesalers,Industry Group,423
42351,Metal Service Centers and Other Metal Merchant Wholesalers,Industry,4235
423510,Metal Service Centers and Other Metal Merchant Wholesalers,U.S. Industry,42351
42352,Coal and Other Mineral and Ore Merchant Wholesalers,Industry,4235
423520,Coal and Other Mineral and Ore Merchant Wholesalers,U.S. Industry,42352
4236,Household Appliances and Electrical and Electronic Goods Merchant,Industry Group,423
42361,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment",Industry,4236
423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment",U.S. Industry,42361
42362,"Household Appliances, Electric Housewares, and Consumer Electronics",Industry,4236
423620,"Household Appliances, Electric Housewares, and Consumer Electronics",U.S. Industry,42362
42369,Other Electronic Parts and Equipment Merchant Wholesalers,Industry,4236
423690,Other Electronic Parts and Equipment Merchant Wholesalers,U.S. Industry,42369
4237,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant",Industry Group,423
42371,Hardware Merchant Wholesalers,Industry,4237
423710,Hardware Merchant Wholesalers,U.S. Industry,42371
42372,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant,Industry,4237
423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant,U.S. Industry,42372
42373,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant,Industry,4237
423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant,U.S. Industry,42373
42374,Refrigeration Equipment and Supplies Merchant Wholesalers,Industry,4237
423740,Refrigeration Equipment and Supplies Merchant Wholesalers,U.S. Industry,42374
4238,"Machinery, Equipment, and Supplies Merchant Wholesalers",Industry Group,423
42381,Construction and Mining (except Oil Well) Machinery and Equipment,Industry,4238
423810,Construction and Mining (except Oil Well) Machinery and Equipment,U.S. Industry,42381
42382,Farm and Garden Machinery and Equipment Merchant Wholesalers,Industry,4238
423820,Farm and Garden Machinery and Equipment Merchant Wholesalers,U.S. Industry,42382
42383,Industrial Machinery and Equipment Merchant Wholesalers,Industry,4238
423830,Industrial Machinery and Equipment Merchant Wholesalers,U.S. Industry,42383
42384,Industrial Supplies Merchant Wholesalers,Industry,4238
423840,Industrial Supplies Merchant Wholesalers,U.S. Industry,42384
42385,Service Establishment Equipment and Supplies Merchant Wholesalers,Industry,4238
423850,Service Establishment Equipment and Supplies Merchant Wholesalers,U.S. Industry,42385
42386,Transportation Equipment and Supplies (except Motor Vehicle) Merchant,Industry,4238
423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant,U.S. Industry,42386
4239,Miscellaneous Durable Goods Merchant Wholesalers,Industry Group,423
42391,Sporting and Recreational Goods and Supplies Merchant Wholesalers,Industry,4239
423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers,U.S. Industry,42391
42392,Toy and Hobby Goods and Supplies Merchant Wholesalers,Industry,4239
423920,Toy and Hobby Goods and Supplies Merchant Wholesalers,U.S. Industry,42392
42393,Recyclable Material Merchant Wholesalers,Industry,4239
423930,Recyclable Material Merchant Wholesalers,U.S. Industry,42393
42394,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",Industry,4239
423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",U.S. Industry,42394
42399,Other Miscellaneous Durable Goods Merchant Wholesalers,Industry,4239
423990,Other Miscellaneous Durable Goods Merchant Wholesalers,U.S. Industry,42399
424,"Merchant Wholesalers, Nondurable Goods",Subsector,42
4241,Paper and Paper Product Merchant Wholesalers,Industry Group,424
42411,Printing and Writing Paper Merchant Wholesalers,Industry,4241
424110,Printing and Writing Paper Merchant Wholesalers,U.S. Industry,42411
42412,Stationery and Office Supplies Merchant Wholesalers,Industry,4241
424120,Stationery and Office Supplies Merchant Wholesalers,U.S. Industry,42412
42413,Industrial and Personal Service Paper Merchant Wholesalers,Industry,4241
424130,Industrial and Personal Service Paper Merchant Wholesalers,U.S. Industry,42413
4242,Drugs and Druggists' Sundries Merchant Wholesalers,Industry Group,424
42421,Drugs and Druggists' Sundries Merchant Wholesalers,Industry,4242
424210,Drugs and Druggists' Sundries Merchant Wholesalers,U.S. Industry,42421
4243,"Apparel, Piece Goods, and Notions Merchant Wholesalers",Industry Group,424
42431,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",Industry,4243
424310,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",U.S. Industry,42431
42432,Men's and Boys' Clothing and Furnishings Merchant Wholesalers,Industry,4243
424320,Men's and Boys' Clothing and Furnishings Merchant Wholesalers,U.S. Industry,42432
42433,"Women's, Children's, and Infants' Clothing and Accessories Merchant",Industry,4243
424330,"Women's, Children's, and Infants' Clothing and Accessories Merchant",U.S. Industry,42433
42434,Footwear Merchant Wholesalers,Industry,4243
424340,Footwear Merchant Wholesalers,U.S. Industry,42434
4244,Grocery and Related Product Merchant Wholesalers,Industry Group,424
42441,General Line Grocery Merchant Wholesalers,Industry,4244
424410,General Line Grocery Merchant Wholesalers,U.S. Industry,42441
42442,Packaged Frozen Food Merchant Wholesalers,Industry,4244
424420,Packaged Frozen Food Merchant Wholesalers,U.S. Industry,42442
42443,Dairy Product (except Dried or Canned) Merchant Wholesalers,Industry,4244
424430,Dairy Product (except Dried or Canned) Merchant Wholesalers,U.S. Industry,42443
42444,Poultry and Poultry Product Merchant Wholesalers,Industry,4244
424440,Poultry and Poultry Product Merchant Wholesalers,U.S. Industry,42444
42445,Confectionery Merchant Wholesalers,Industry,4244
424450,Confectionery Merchant Wholesalers,U.S. Industry,42445
42446,Fish and Seafood Merchant Wholesalers,Industry,4244
424460,Fish and Seafood Merchant Wholesalers,U.S. Industry,42446
42447,Meat and Meat Product Merchant Wholesalers,Industry,4244
424470,Meat and Meat Product Merchant Wholesalers,U.S. Industry,42447
42448,Fresh Fruit and Vegetable Merchant Wholesalers,Industry,4244
424480,Fresh Fruit and Vegetable Merchant Wholesalers,U.S. Industry,42448
42449,Other Grocery and Related Products Merchant Wholesalers,Industry,4244
424490,Other Grocery and Related Products Merchant Wholesalers,U.S. Industry,42449
4245,Farm Product Raw Material Merchant Wholesalers,Industry Group,424
42451,Grain and Field Bean Merchant Wholesalers,Industry,4245
424510,Grain and Field Bean Merchant Wholesalers,U.S. Industry,42451
42452,Livestock Merchant Wholesalers,Industry,4245
424520,Livestock Merchant Wholesalers,U.S. Industry,42452
42459,Other Farm Product Raw Material Merchant Wholesalers,Industry,4245
424590,Other Farm Product Raw Material Merchant Wholesalers,U.S. Industry,42459
4246,Chemical and Allied Products Merchant Wholesalers,Industry Group,424
42461,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers,Industry,4246
424610,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers,U.S. Industry,42461
42469,Other Chemical and Allied Products Merchant Wholesalers,Industry,4246
424690,Other Chemical and Allied Products Merchant Wholesalers,U.S. Industry,42469
4247,Petroleum and Petroleum Products Merchant Wholesalers,Industry Group,424
42471,Petroleum Bulk Stations and Terminals,Industry,4247
424710,Petroleum Bulk Stations and Terminals,U.S. Industry,42471
42472,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk,Industry,4247
424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk,U.S. Industry,42472
4248,"Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers",Industry Group,424
42481,Beer and Ale Merchant Wholesalers,Industry,4248
424810,Beer and Ale Merchant Wholesalers,U.S. Industry,42481
42482,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,Industry,4248
424820,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,U.S. Industry,42482
4249,Miscellaneous Nondurable Goods Merchant Wholesalers,Industry Group,424
42491,Farm Supplies Merchant Wholesalers,Industry,4249
424910,Farm Supplies Merchant Wholesalers,U.S. Industry,42491
42492,"Book, Periodical, and Newspaper Merchant Wholesalers",Industry,4249
424920,"Book, Periodical, and Newspaper Merchant Wholesalers",U.S. Industry,42492
42493,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers",Industry,4249
424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers",U.S. Industry,42493
42494,Tobacco and Tobacco Product Merchant Wholesalers,Industry,4249
424940,Tobacco and Tobacco Product Merchant Wholesalers,U.S. Industry,42494
42495,"Paint, Varnish, and Supplies Merchant Wholesalers",Industry,4249
424950,"Paint, Varnish, and Supplies Merchant Wholesalers",U.S. Industry,42495
42499,Other Miscellaneous Nondurable Goods Merchant Wholesalers,Industry,4249
424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,U.S. Industry,42499
425,Wholesale Electronic Markets and Agents and Brokers,Subsector,42
4251,Wholesale Electronic Markets and Agents and Brokers,Industry Group,425
42511,Business to Business Electronic Markets,Industry,4251
425110,Business to Business Electronic Markets,U.S. Industry,42511
42512,Wholesale Trade Agents and Brokers,Industry,4251
425120,Wholesale Trade Agents and Brokers,U.S. Industry,42512
43,Unknown Sector,Sector,
44,Retail Trade,Sector,
441,Motor Vehicle and Parts Dealers,Subsector,44
4411,Automobile Dealers,Industry Group,441
44111,New Car Dealers,Industry,4411
441110,New Car Dealers,U.S. Industry,44111
44112,Used Car Dealers,Industry,4411
441120,Used Car Dealers,U.S. Industry,44112
4412,Other Motor Vehicle Dealers,Industry Group,441
44121,Recreational Vehicle Dealers,Industry,4412
441210,Recreational Vehicle Dealers,U.S. Industry,44121
44122,"Motorcycle, Boat, and Other Motor Vehicle Dealers",Industry,4412
441222,Boat Dealers,U.S. Industry,44122
441228,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",U.S. Industry,44122
4413,"Automotive Parts, Accessories, and Tire Stores",Industry Group,441
44131,Automotive Parts and Accessories Stores,Industry,4413
441310,Automotive Parts and Accessories Stores,U.S. Industry,44131
44132,Tire Dealers,Industry,4413
441320,Tire Dealers,U.S. Industry,44132
442,Furniture and Home Furnishings Stores,Subsector,44
4421,Furniture Stores,Industry Group,442
44211,Furniture Stores,Industry,4421
442110,Furniture Stores,U.S. Industry,44211
4422,Home Furnishings Stores,Industry Group,442
44221,Floor Covering Stores,Industry,4422
442210,Floor Covering Stores,U.S. Industry,44221
44229,Other Home Furnishings Stores,Industry,4422
442291,Window Treatment Stores,U.S. Industry,44229
442299,All Other Home Furnishings Stores,U.S. Industry,44229
443,Electronics and Appliance Stores,Subsector,44
4431,Electronics and Appliance Stores,Industry Group,443
44314,Electronics and Appliance Stores,Industry,4431
443141,Household Appliance Stores,U.S. Industry,44314
443142,Electronics Stores,U.S. Industry,44314
444,Building Material and Garden Equipment and Supplies Dealers,Subsector,44
4441,Building Material and Supplies Dealers,Industry Group,444
44411,Home Centers,Industry,4441
444110,Home Centers,U.S. Industry,44411
44412,Paint and Wallpaper Stores,Industry,4441
444120,Paint and Wallpaper Stores,U.S. Industry,44412
44413,Hardware Stores,Industry,4441
444130,Hardware Stores,U.S. Industry,44413
44419,Other Building Material Dealers,Industry,4441
444190,Other Building Material Dealers,U.S. Industry,44419
4442,Lawn and Garden Equipment and Supplies Stores,Industry Group,444
44421,Outdoor Power Equipment Stores,Industry,4442
444210,Outdoor Power Equipment Stores,U.S. Industry,44421
44422,"Nursery, Garden Center, and Farm Supply Stores",Industry,4442
444220,"Nursery, Garden Center, and Farm Supply Stores",U.S. Industry,44422
445,Food and Beverage Stores,Subsector,44
4451,Grocery Stores,Industry Group,445
44511,Supermarkets and Other Grocery (except Convenience) Stores,Industry,4451
445110,Supermarkets and Other Grocery (except Convenience) Stores,U.S. Industry,44511
44512,Convenience Stores,Industry,4451
445120,Convenience Stores,U.S. Industry,44512
4452,Specialty Food Stores,Industry Group,445
44521,Meat Markets,Industry,4452
445210,Meat Markets,U.S. Industry,44521
44522,Fish and Seafood Markets,Industry,4452
445220,Fish and Seafood Markets,U.S. Industry,44522
44523,Fruit and Vegetable Markets,Industry,4452
445230,Fruit and Vegetable Markets,U.S. Industry,44523
44529,Other Specialty Food Stores,Industry,4452
445291,Baked Goods Stores,U.S. Industry,44529
445292,Confectionery and Nut Stores,U.S. Industry,44529
445299,All Other Specialty Food Stores,U.S. Industry,44529
4453,"Beer, Wine, and Liquor Stores",Industry Group,445
44531,"Beer, Wine, and Liquor Stores",Industry,4453
445310,"Beer, Wine, and Liquor Stores",U.S. Industry,44531
446,Health and Personal Care Stores,Subsector,44
4461,Health and Personal Care Stores,Industry Group,446
44611,Pharmacies and Drug Stores,Industry,4461
446110,Pharmacies and Drug Stores,U.S. Industry,44611
44612,"Cosmetics, Beauty Supplies, and Perfume Stores",Industry,4461
446120,"Cosmetics, Beauty Supplies, and Perfume Stores",U.S. Industry,44612
44613,Optical Goods Stores,Industry,4461
446130,Optical Goods Stores,U.S. Industry,44613
44619,Other Health and Personal Care Stores,Industry,4461
446191,Food (Health) Supplement Stores,U.S. Industry,44619
446199,All Other Health and Personal Care Stores,U.S. Industry,44619
447,Gasoline Stations,Subsector,44
4471,Gasoline Stations,Industry Group,447
44711,Gasoline Stations with Convenience Stores,Industry,4471
447110,Gasoline Stations with Convenience Stores,U.S. Industry,44711
44719,Other Gasoline Stations,Industry,4471
447190,Other Gasoline Stations,U.S. Industry,44719
448,Clothing and Clothing Accessories Stores,Subsector,44
4481,Clothing Stores,Industry Group,448
44811,Men's Clothing Stores,Industry,4481
448110,Men's Clothing Stores,U.S. Industry,44811
44812,Women's Clothing Stores,Industry,4481
448120,Women's Clothing Stores,U.S. Industry,44812
44813,Children's and Infants' Clothing Stores,Industry,4481
448130,Children's and Infants' Clothing Stores,U.S. Industry,44813
44814,Family Clothing Stores,Industry,4481
448140,Family Clothing Stores,U.S. Industry,44814
44815,Clothing Accessories Stores,Industry,4481
448150,Clothing Accessories Stores,U.S. Industry,44815
44819,Other Clothing Stores,Industry,4481
448190,Other Clothing Stores,U.S. Industry,44819
4482,Shoe Stores,Industry Group,448
44821,Shoe Stores,Industry,4482
448210,Shoe Stores,U.S. Industry,44821
4483,"Jewelry, Luggage, and Leather Goods Stores",Industry Group,448
44831,Jewelry Stores,Industry,4483
448310,Jewelry Stores,U.S. Industry,44831
44832,Luggage and Leather Goods Stores,Industry,4483
448320,Luggage and Leather Goods Stores,U.S. Industry,44832
45,Retail Trade,Sector,
451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Subsector,45
4511,"Sporting Goods, Hobby, and Musical Instrument Stores",Industry Group,451
45111,Sporting Goods Stores,Industry,4511
451110,Sporting Goods Stores,U.S. Industry,45111
45112,"Hobby, Toy, and Game Stores",Industry,4511
451120,"Hobby, Toy, and Game Stores",U.S. Industry,45112
45113,"Sewing, Needlework, and Piece Goods Stores",Industry,4511
451130,"Sewing, Needlework, and Piece Goods Stores",U.S. Industry,45113
45114,Musical Instrument and Supplies Stores,Industry,4511
451140,Musical Instrument and Supplies Stores,U.S. Industry,45114
4512,Book Stores and News Dealers,Industry Group,451
45121,Book Stores and News Dealers,Industry,4512
451211,Book Stores,U.S. Industry,45121
451212,News Dealers and Newsstands,U.S. Industry,45121
452,General Merchandise Stores,Subsector,45
4522,Department Stores,Industry Group,452
45221,Department Stores,Industry,4522
452210,Department Stores,U.S. Industry,45221
4523,"General Merchandise Stores, including Warehouse Clubs and Supercenters",Industry Group,452
45231,"General Merchandise Stores, including Warehouse Clubs and Supercenters",Industry,4523
452311,Warehouse Clubs and Supercenters,U.S. Industry,45231
452319,All Other General Merchandise Stores,U.S. Industry,45231
453,Miscellaneous Store Retailers,Subsector,45
4531,Florists,Industry Group,453
45311,Florists,Industry,4531
453110,Florists,U.S. Industry,45311
4532,"Office Supplies, Stationery, and Gift Stores",Industry Group,453
45321,Office Supplies and Stationery Stores,Industry,4532
453210,Office Supplies and Stationery Stores,U.S. Industry,45321
45322,"Gift, Novelty, and Souvenir Stores",Industry,4532
453220,"Gift, Novelty, and Souvenir Stores",U.S. Industry,45322
4533,Used Merchandise Stores,Industry Group,453
45331,Used Merchandise Stores,Industry,4533
453310,Used Merchandise Stores,U.S. Industry,45331
4539,Other Miscellaneous Store Retailers,Industry Group,453
45391,Pet and Pet Supplies Stores,Industry,4539
453910,Pet and Pet Supplies Stores,U.S. Industry,45391
45392,Art Dealers,Industry,4539
453920,Art Dealers,U.S. Industry,45392
45393,Manufactured (Mobile) Home Dealers,Industry,4539
453930,Manufactured (Mobile) Home Dealers,U.S. Industry,45393
45399,All Other Miscellaneous Store Retailers,Industry,4539
453991,Tobacco Stores,U.S. Industry,45399
453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),U.S. Industry,45399
454,Nonstore Retailers,Subsector,45
4541,Electronic Shopping and Mail-Order Houses,Industry Group,454
45411,Electronic Shopping and Mail-Order Houses,Industry,4541
454110,Electronic Shopping and Mail-Order Houses,U.S. Industry,45411
4542,Vending Machine Operators,Industry Group,454
45421,Vending Machine Operators,Industry,4542
454210,Vending Machine Operators,U.S. Industry,45421
4543,Direct Selling Establishments,Industry Group,454
45431,Fuel Dealers,Industry,4543
454310,Fuel Dealers,U.S. Industry,45431
45439,Other Direct Selling Establishments,Industry,4543
454390,Other Direct Selling Establishments,U.S. Industry,45439
46,Unknown Sector,Sector,
47,Unknown Sector,Sector,
48,Transportation and Warehousing,Sector,
481,Air Transportation,Subsector,48
4811,Scheduled Air Transportation,Industry Group,481
48111,Scheduled Air Transportation,Industry,4811
481111,Scheduled Passenger Air Transportation,U.S. Industry,48111
481112,Scheduled Freight Air Transportation,U.S. Industry,48111
4812,Nonscheduled Air Transportation,Industry Group,481
48121,Nonscheduled Air Transportation,Industry,4812
481211,Nonscheduled Chartered Passenger Air Transportation,U.S. Industry,48121
481212,Nonscheduled Chartered Freight Air Transportation,U.S. Industry,48121
481219,Other Nonscheduled Air Transportation,U.S. Industry,48121
482,Rail Transportation,Subsector,48
4821,Rail Transportation,Industry Group,482
48211,Rail Transportation,Industry,4821
482111,Line-Haul Railroads,U.S. Industry,48211
482112,Short Line Railroads,U.S. Industry,48211
483,Water Transportation,Subsector,48
4831,"Deep Sea, Coastal, and Great Lakes Water Transportation",Industry Group,483
48311,"Deep Sea, Coastal, and Great Lakes Water Transportation",Industry,4831
483111,Deep Sea Freight Transportation,U.S. Industry,48311
483112,Deep Sea Passenger Transportation,U.S. Industry,48311
483113,Coastal and Great Lakes Freight Transportation,U.S. Industry,48311
483114,Coastal and Great Lakes Passenger Transportation,U.S. Industry,48311
4832,Inland Water Transportation,Industry Group,483
48321,Inland Water Transportation,Industry,4832
483211,Inland Water Freight Transportation,U.S. Industry,48321
483212,Inland Water Passenger Transportation,U.S. Industry,48321
484,Truck Transportation,Subsector,48
4841,General Freight Trucking,Industry Group,484
48411,"General Freight Trucking, Local",Industry,4841
484110,"General Freight Trucking, Local",U.S. Industry,48411
48412,"General Freight Trucking, Long-Distance",Industry,4841
484121,"General Freight Trucking, Long-Distance, Truckload",U.S. Industry,48412
484122,"General Freight Trucking, Long-Distance, Less Than Truckload",U.S. Industry,48412
4842,Specialized Freight Trucking,Industry Group,484
48421,Used Household and Office Goods Moving,Industry,4842
484210,Used Household and Office Goods Moving,U.S. Industry,48421
48422,"Specialized Freight (except Used Goods) Trucking, Local",Industry,4842
484220,"Specialized Freight (except Used Goods) Trucking, Local",U.S. Industry,48422
48423,"Specialized Freight (except Used Goods) Trucking, Long-Distance",Industry,4842
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance",U.S. Industry,48423
485,Transit and Ground Passenger Transportation,Subsector,48
4851,Urban Transit Systems,Industry Group,485
48511,Urban Transit Systems,Industry,4851
485111,Mixed Mode Transit Systems,U.S. Industry,48511
485112,Commuter Rail Systems,U.S. Industry,48511
485113,Bus and Other Motor Vehicle Transit Systems,U.S. Industry,48511
485119,Other Urban Transit Systems,U.S. Industry,48511
4852,Interurban and Rural Bus Transportation,Industry Group,485
48521,Interurban and Rural Bus Transportation,Industry,4852
485210,Interurban and Rural Bus Transportation,U.S. Industry,48521
4853,Taxi and Limousine Service,Industry Group,485
48531,Taxi Service,Industry,4853
485310,Taxi Service,U.S. Industry,48531
48532,Limousine Service,Industry,4853
485320,Limousine Service,U.S. Industry,48532
4854,School and Employee Bus Transportation,Industry Group,485
48541,School and Employee Bus Transportation,Industry,4854
485410,School and Employee Bus Transportation,U.S. Industry,48541
4855,Charter Bus Industry,Industry Group,485
48551,Charter Bus Industry,Industry,4855
485510,Charter Bus Industry,U.S. Industry,48551
4859,Other Transit and Ground Passenger Transportation,Industry Group,485
48599,Other Transit and Ground Passenger Transportation,Industry,4859
485991,Special Needs Transportation,U.S. Industry,48599
485999,All Other Transit and Ground Passenger Transportation,U.S. Industry,48599
486,Pipeline Transportation,Subsector,48
4861,Pipeline Transportation of Crude Oil,Industry Group,486
48611,Pipeline Transportation of Crude Oil,Industry,4861
486110,Pipeline Transportation of Crude Oil,U.S. Industry,48611
4862,Pipeline Transportation of Natural Gas,Industry Group,486
48621,Pipeline Transportation of Natural Gas,Industry,4862
486210,Pipeline Transportation of Natural Gas,U.S. Industry,48621
4869,Other Pipeline Transportation,Industry Group,486
48691,Pipeline Transportation of Refined Petroleum Products,Industry,4869
486910,Pipeline Transportation of Refined Petroleum Products,U.S. Industry,48691
48699,All Other Pipeline Transportation,Industry,4869
486990,All Other Pipeline Transportation,U.S. Industry,48699
487,Scenic and Sightseeing Transportation,Subsector,48
4871,"Scenic and Sightseeing Transportation, Land",Industry Group,487
48711,"Scenic and Sightseeing Transportation, Land",Industry,4871
487110,"Scenic and Sightseeing Transportation, Land",U.S. Industry,48711
4872,"Scenic and Sightseeing Transportation, Water",Industry Group,487
48721,"Scenic and Sightseeing Transportation, Water",Industry,4872
487210,"Scenic and Sightseeing Transportation, Water",U.S. Industry,48721
4879,"Scenic and Sightseeing Transportation, Other",Industry Group,487
48799,"Scenic and Sightseeing Transportation, Other",Industry,4879
487990,"Scenic and Sightseeing Transportation, Other",U.S. Industry,48799
488,Support Activities for Transportation,Subsector,48
4881,Support Activities for Air Transportation,Industry Group,488
48811,Airport Operations,Industry,4881
488111,Air Traffic Control,U.S. Industry,48811
488119,Other Airport Operations,U.S. Industry,48811
48819,Other Support Activities for Air Transportation,Industry,4881
488190,Other Support Activities for Air Transportation,U.S. Industry,48819
4882,Support Activities for Rail Transportation,Industry Group,488
48821,Support Activities for Rail Transportation,Industry,4882
488210,Support Activities for Rail Transportation,U.S. Industry,48821
4883,Support Activities for Water Transportation,Industry Group,488
48831,Port and Harbor Operations,Industry,4883
488310,Port and Harbor Operations,U.S. Industry,48831
48832,Marine Cargo Handling,Industry,4883
488320,Marine Cargo Handling,U.S. Industry,48832
48833,Navigational Services to Shipping,Industry,4883
488330,Navigational Services to Shipping,U.S. Industry,48833
48839,Other Support Activities for Water Transportation,Industry,4883
488390,Other Support Activities for Water Transportation,U.S. Industry,48839
4884,Support Activities for Road Transportation,Industry Group,488
48841,Motor Vehicle Towing,Industry,4884
488410,Motor Vehicle Towing,U.S. Industry,48841
48849,Other Support Activities for Road Transportation,Industry,4884
488490,Other Support Activities for Road Transportation,U.S. Industry,48849
4885,Freight Transportation Arrangement,Industry Group,488
48851,Freight Transportation Arrangement,Industry,4885
488510,Freight Transportation Arrangement,U.S. Industry,48851
4889,Other Support Activities for Transportation,Industry Group,488
48899,Other Support Activities for Transportation,Industry,4889
488991,Packing and Crating,U.S. Industry,48899
488999,All Other Support Activities for Transportation,U.S. Industry,48899
49,Transportation and Warehousing,Sector,
491,Postal Service,Subsector,49
4911,Postal Service,Industry Group,491
49111,Postal Service,Industry,4911
491110,Postal Service,U.S. Industry,49111
492,Couriers and Messengers,Subsector,49
4921,Couriers and Express Delivery Services,Industry Group,492
49211,Couriers and Express Delivery Services,Industry,4921
492110,Couriers and Express Delivery Services,U.S. Industry,49211
4922,Local Messengers and Local Delivery,Industry Group,492
49221,Local Messengers and Local Delivery,Industry,4922
492210,Local Messengers and Local Delivery,U.S. Industry,49221
493,Warehousing and Storage,Subsector,49
4931,Warehousing and Storage,Industry Group,493
49311,General Warehousing and Storage,Industry,4931
493110,General Warehousing and Storage,U.S. Industry,49311
49312,Refrigerated Warehousing and Storage,Industry,4931
493120,Refrigerated Warehousing and Storage,U.S. Industry,49312
49313,Farm Product Warehousing and Storage,Industry,4931
493130,Farm Product Warehousing and Storage,U.S. Industry,49313
49319,Other Warehousing and Storage,Industry,4931
493190,Other Warehousing and Storage,U.S. Industry,49319
50,Unknown Sector,Sector,
51,Information,Sector,
511,Publishing Industries (except Internet),Subsector,51
5111,"Newspaper, Periodical, Book, and Directory Publishers",Industry Group,511
51111,Newspaper Publishers,Industry,5111
511110,Newspaper Publishers,U.S. Industry,51111
